N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	1	1	10	(0, 128, 0)	4.900000023309332	8.324052575094345	-2.2000000116546627 1.3112421875909902e-16 -1.5000000087409975 -2.703000454295305e-17 -0.8000000029136647 -1.0409421421614529e-16 -0.09999999708633138 -1.0409421421614512e-16 0.600000008741002 -2.703000454295318e-17 1.3000000116546684 1.3112421875909734e-16 
7	0.7	6.002	1	7	10	1	1	10	(0, 128, 0)	5.599991011962786	8.324052575094345	-2.899967664888867 0.0071698525862105445 -2.1999890594852753 0.0019709919890308247 -1.4999961957154866 -0.0003508972230027116 -0.7999981855586071 -0.00039018129588222993 -0.09999927852665179 -6.274110911838131e-05 0.6000002619549274 2.2580993516204945e-05 1.3000001069939293 6.546127126754175e-06 
7	0.7	9.003	1	7	10	1	1	10	(0, 128, 0)	5.5999998929601205	8.324052575094345	-2.8999897182521415 0.0045736961374363925 -2.199991400975243 0.0030421253629774516 -1.4999927885104667 0.0016570911234645796 -0.799993651918032 0.000576328187223056 -0.09999404236359641 -0.00013499414478700903 0.6000058215411412 -0.0005429439437007321 1.300005765252309 -0.0008051506547327461 
8	0.7	12.000	1	7	10	1	1	10	(0, 128, 0)	6.299998323877283	8.324052575094345	-3.599970850354454 0.010177953807726998 -2.899979100201243 0.006806856502608869 -2.1999854966742554 0.0038793631814900203 -1.4999890474901474 0.001768005742061616 -0.7999905572354156 0.0004926653199180228 -0.09999119470225055 -0.0002237022245321415 0.6000084502679794 -0.0007100257124224022 1.3000082106173694 -0.001156582592138166 
8	0.7	15.001	1	7	10	1	1	10	(0, 128, 0)	6.299999861742453	8.324052575094345	-3.5999769203805982 0.009098717660339784 -2.899980888783557 0.006743647047671951 -2.1999844406863107 0.004518759137821164 -1.499987151019672 0.0025814451806896598 -0.7999889021300168 0.0010315508523914493 -0.09998990246355327 -0.00013471229444817753 0.6000095204743638 -0.0010214156316066527 1.3000090992169395 -0.001783457928146353 
9	0.7	18.003	1	7	10	1	1	10	(0, 128, 0)	6.999999457871482	8.324052575094345	-4.299956628672058 0.014848749786227172 -3.5999659650811617 0.011238820623407555 -2.8999742423881623 0.007847584305318914 -2.199980433592558 0.004927413037638162 -1.4999843337071113 0.0026255616209489682 -0.7999864876230391 0.0009303423800742952 -0.0999876384374794 -0.0002987783558479621 0.600011665476382 -0.001255394557092569 1.3000111217973804 -0.0021112764531025703 
10	0.7	21.004	1	7	10	1	1	10	(0, 128, 0)	7.699998695794802	8.324052575094345	-4.999929043366205 0.021305255591807255 -4.299945902358941 0.01645660048362363 -3.599960693981698 0.011928260729956484 -2.8999715933297088 0.0080612485102009 -2.1999784512393212 0.005017871703998395 -1.4999823639626049 0.0027429589383653344 -0.7999845909132128 0.0010461221684893744 -0.09998599067678594 -0.000290044658368544 0.6000129769493562 -0.0014439543616061859 1.3000120836635396 -0.0025362009874800528 
5	0.7	24.001	2	7	10	1	1	10	(23, 186, 203)	4.1582201271721235	8.263530799511411	-3.2448296496606925 0.02860736710934652 -3.9289637773448782 0.021100580283920745 -4.616173349155484 0.006680080382814835 -5.307071704917852 -0.013703110215604632 -6.002178712322131 -0.03662958248682239 
6	0.7	24.001	2	7	10	1	1	10	(208, 58, 109)	4.843589848618629	7.471217657577093	-1.9275434663463713 0.1859523080657853 -1.252453565364064 0.0806586844430745 -0.5717931177869237 0.0028081616178255177 0.11464883849612673 -0.04302214413310491 0.8058076364110233 -0.0675142980681709 1.50128727635007 -0.08408891102234092 
5	0.7	27.002	2	7	10	1	1	10	(23, 186, 203)	4.198431821745473	8.263530799511411	-3.294648749403955 0.0069700450427221975 -3.994010614656871 -0.00015899406702824494 -4.693494450760363 -0.007888186993044987 -5.393116926407846 -0.016344024830035525 -6.092894223994821 -0.025213976446701255 
6	0.7	27.002	2	7	10	1	1	10	(208, 58, 109)	4.897896306277379	7.471217657577093	-1.9094197959922656 0.18834788064983762 -1.21397913932214 0.11438618758016078 -0.518072531399176 0.044120976549496066 0.17855270161784864 -0.01983809324440176 0.87583882477834 -0.07780069430023803 1.5735282625975169 -0.13265491235029434 
6	0.7	30.003	2	7	10	1	1	10	(23, 186, 203)	4.894305686308586	8.263530799511411	-2.846255001740232 -0.6380979859245999 -3.4964048602066367 -0.37990612256348943 -4.166818353207305 -0.18432559435217796 -4.853854100642357 -0.05943325778791779 -5.548453855925048 0.01667899726264707 -6.245619654434562 0.07193839411323616 
7	0.7	30.003	2	7	10	1	1	10	(208, 58, 109)	5.590070375471926	7.471217657577093	-2.4294890563000804 0.6491150454667944 -1.79170000888816 0.3615717147800511 -1.1285847000166058 0.14423909182535438 -0.4441672396898785 0.010182657594774753 0.24962018443812586 -0.06422627843606532 0.9465402342395459 -0.1088001358949553 1.6447461734680562 -0.1442288634235275 
